llm_name,agent,prompt,llm_value,llm_reasoning,parsed_action,selfish_action,u_selfish,u_chosen,friends_benefit_sum,friends_harm_sum,ALTRUISM_SCORE,ALTRUISM_SCORE_FRIENDS_NORM,SF_distance,EQ_distance,AL_distance,SF_optimal_C1,EQ_optimal_C1,AL_optimal_C1
qwen/qwen3-14b,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.20×(your effort to C1); friends' payoff = 0.80×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.90×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,0,I should allocate 0% of my effort to Project C1 and 100% to Project C2. Since my friends are involved in Project C2  I want to maximize their payoff. For every unit of effort I put into C2  my friends get 1.90 times that effort  which is a better return than the 0.80 times I would get for Agent 4 in C1. Also  I don't benefit directly from C1  so putting all my effort into C2 is the best choice for my friends and me.,"C1:0.0%,C2:100.0%","C1:100.0%,C2:0.0%",120.0,190.0,110.0,0.0,1.0,1.0,141.4214,141.4214,0.0,100.0,100.0,0.0
mistralai/mixtral-8x7b-instruct,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.20×(your effort to C1); friends' payoff = 0.80×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.90×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,50,As a friendly agent  I want to maximize the benefit for all my partners  including neutral ones. To achieve this  I will allocate 50 units of effort to Project C1 (The Alpha Project). This allocation will result in a payoff of 60 units for my friends (1.20 * 50 for C1) and 40 units for Agent 4 (0.80 * 50 for C1). The remaining 50 units of effort will go to Project C2 (The Beta Project)  resulting in a payoff of 95 units for my friends (1.90 * 50 for C2). This allocation ensures a fair distribution of benefits among all parties involved.,"C1:50.0%,C2:50.0%","C1:100.0%,C2:0.0%",120.0,195.0,55.0,0.0,0.5,0.5,70.7107,70.7107,70.7107,100.0,100.0,0.0
together:jaspertsh08_a03a/Qwen3-14B-Base-9cde0ab7-7630b2c7,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.20×(your effort to C1); friends' payoff = 0.80×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.90×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,50,I will allocate 50% of my effort to Project C1 (The Alpha Project) and the remaining 50% to Project C2 (The Beta Project). This allocation balances my personal gain from Project C1 with the benefit to my friends from Project C2. By contributing equally to both projects  I ensure that I receive a reasonable payoff from Project C1 while also supporting my friends' project  which has a higher multiplier for their payoff.,"C1:50.0%,C2:50.0%","C1:100.0%,C2:0.0%",120.0,195.0,55.0,0.0,0.5,0.5,70.7107,70.7107,70.7107,100.0,100.0,0.0
qwen/qwen3-14b,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.20×(your effort to C1); friends' payoff = 0.80×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.90×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,0,I should allocate 0% of my effort to Project C1 and 100% to Project C2. Since my friends are involved in Project C2  I want to maximize their payoff. For every unit of effort I put into C2  my friends get 1.90 times that effort  which is a better return than the 0.80 times I would get for Agent 4 in C1. Also  I don't benefit directly from C1  so putting all my effort into C2 is the best choice for my friends and me.,"C1:0.0%,C2:100.0%","C1:100.0%,C2:0.0%",120.0,190.0,110.0,0.0,1.0,1.0,141.4214,141.4214,0.0,100.0,100.0,0.0
mistralai/mixtral-8x7b-instruct,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.20×(your effort to C1); friends' payoff = 0.80×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.90×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,40,I am allocating 40% of my effort to Project C1 (The Alpha Project) because it has a direct personal payoff of 1.20 for my effort  while also providing a friends' payoff of 0.80 for my effort. This project involves Agent 4 who is neutral  so the benefits to friends are limited compared to Project C2. I will allocate the remaining 60% of my effort to Project C2 (The Beta Project) to support my friends Agent 2 and Agent 3  as they will receive a higher friends' payoff of 1.90 for my effort in that project.,"C1:40.0%,C2:60.0%","C1:100.0%,C2:0.0%",120.0,194.0,66.0,0.0,0.6,0.6,84.8528,84.8528,56.5685,100.0,100.0,0.0
together:jaspertsh08_a03a/Qwen3-14B-Base-9cde0ab7-7630b2c7,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.20×(your effort to C1); friends' payoff = 0.80×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.90×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,50,I will allocate 50% of my effort to Project C1 (The Alpha Project) and the remaining 50% to Project C2 (The Beta Project). This allocation balances my personal gain from Project C1 with the benefit to my friends from Project C2. By contributing equally to both projects  I ensure that I receive a reasonable payoff from Project C1 while also supporting my friends' project  which has a higher multiplier for their payoff.,"C1:50.0%,C2:50.0%","C1:100.0%,C2:0.0%",120.0,195.0,55.0,0.0,0.5,0.5,70.7107,70.7107,70.7107,100.0,100.0,0.0
mistralai/mixtral-8x7b-instruct,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.20×(your effort to C1); friends' payoff = 0.80×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.90×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,40,As a friendly agent  I want to maximize the payoff for myself and my friends. I will allocate 40% of my effort to Project C1 (The Alpha Project)  resulting in a payoff of 1.20 * 40 = 48 for myself and 0.80 * 40 = 32 for each of my friends. The remaining 60% of my effort will go to Project C2 (The Beta Project)  resulting in a payoff of 1.90 * 60 = 114 for my friends.,"C1:40.0%,C2:60.0%","C1:100.0%,C2:0.0%",120.0,194.0,66.0,0.0,0.6,0.6,84.8528,84.8528,56.5685,100.0,100.0,0.0
qwen/qwen3-14b,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.20×(your effort to C1); friends' payoff = 0.80×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.90×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,100,To maximize my own payoff  I should allocate all effort to Project C1 (Alpha) since my payoff is 1.20×effort there  while Project C2 (Beta) only benefits my friends without any direct payoff to me. Allocating 100% to C1 ensures the highest personal return.,"C1:100.0%,C2:0.0%","C1:100.0%,C2:0.0%",120.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,141.4214,100.0,100.0,0.0
together:jaspertsh08_a03a/Qwen3-14B-Base-9cde0ab7-7630b2c7,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.20×(your effort to C1); friends' payoff = 0.80×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.90×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,50,I will allocate 50% of my effort to Project C1 (The Alpha Project) and the remaining 50% to Project C2 (The Beta Project). This allocation balances my personal gain from Project C1 with the benefit to my friends from Project C2. By contributing equally to both projects  I ensure that I receive a reasonable payoff from Project C1 while also supporting my friends' project  which has a higher multiplier for their payoff.,"C1:50.0%,C2:50.0%","C1:100.0%,C2:0.0%",120.0,195.0,55.0,0.0,0.5,0.5,70.7107,70.7107,70.7107,100.0,100.0,0.0
mistralai/mixtral-8x7b-instruct,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.20×(your effort to C1); friends' payoff = 0.80×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.90×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,40,I am allocating 40% of my effort to Project C1 (The Alpha Project) because it has a direct personal payoff of 1.20x(my effort)  while the remaining 60% will go to Project C2 (The Beta Project) to help my friends with a payoff of 1.90x(my effort) for them. I'm not directly involved in C2  but I can still support my friends in that project through my indirect effort.,"C1:40.0%,C2:60.0%","C1:100.0%,C2:0.0%",120.0,194.0,66.0,0.0,0.6,0.6,84.8528,84.8528,56.5685,100.0,100.0,0.0
qwen/qwen3-14b,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.20×(your effort to C1); friends' payoff = 0.80×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.90×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,100,To maximize my own payoff  I should allocate all effort to Project C1 (Alpha) since my payoff is 1.20×effort there  while Project C2 (Beta) only benefits my friends without any direct payoff to me. Allocating 100% to C1 ensures maximum personal gain.,"C1:100.0%,C2:0.0%","C1:100.0%,C2:0.0%",120.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,141.4214,100.0,100.0,0.0
together:jaspertsh08_a03a/Qwen3-14B-Base-9cde0ab7-7630b2c7,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 2.50×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.50×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,40,I will allocate 40% of my effort to Project C1 (The Alpha Project) and 60% to Project C2 (The Beta Project). This allocation balances my personal gain from Project C1 with the benefit to my friends from Project C2. By contributing to both projects  I ensure that I receive a significant payoff from Project C1 while also supporting my friends in Project C2.,"C1:40.0%,C2:60.0%","C1:100.0%,C2:0.0%",250.0,190.0,90.0,0.0,0.6,0.6,84.8528,84.8528,56.5685,100.0,100.0,0.0
mistralai/mixtral-8x7b-instruct,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 2.50×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.50×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,30,As a friendly agent  I want to ensure that I maintain good relationships with Agent 2 and Agent 3. By allocating more effort to Project C2  I can increase their payoffs. Additionally  since Agent 4 is neutral  it makes sense to allocate less effort to Project C1  where we work together. I will allocate 30% effort to Project C1  resulting in 70% effort for Project C2.,"C1:30.0%,C2:70.0%","C1:100.0%,C2:0.0%",250.0,180.0,105.0,0.0,0.7,0.7,98.9949,98.9949,42.4264,100.0,100.0,0.0
qwen/qwen3-14b,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 2.50×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.50×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,0,I should allocate 0% of my effort to Project C1 (Alpha) and 100% to Project C2 (Beta). This is because my friends are working on Beta  and their payoff is directly tied to my effort. By putting all my effort into Beta  I can maximize their payoff  which aligns with my goal of helping my friends. Since I am friends with Agents 2 and 3  I want to support them as much as possible. Additionally  the payoff for my effort in Beta is 1.50× my effort  which is better than the 2.50× in Alpha  but since I'm not working with friends on Alpha  it's better to focus on Beta. I don't have any incentive to work with Agent 4 on Alpha  as they are neutral and I don't have any personal connection with them. Therefore  I should put all my effort into Beta to help my friends and maximize their payoff.,"C1:0.0%,C2:100.0%","C1:100.0%,C2:0.0%",250.0,150.0,150.0,0.0,1.0,1.0,141.4214,141.4214,0.0,100.0,100.0,0.0
together:jaspertsh08_a03a/Qwen3-14B-Base-9cde0ab7-7630b2c7,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 2.50×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.50×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,40,I will allocate 40% of my effort to Project C1 (The Alpha Project) and 60% to Project C2 (The Beta Project). This allocation balances my personal gain from Project C1 with the benefit to my friends from Project C2. By contributing to both projects  I ensure that I receive a significant payoff from Project C1 while also supporting my friends in Project C2.,"C1:40.0%,C2:60.0%","C1:100.0%,C2:0.0%",250.0,190.0,90.0,0.0,0.6,0.6,84.8528,84.8528,56.5685,100.0,100.0,0.0
mistralai/mixtral-8x7b-instruct,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 2.50×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.50×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,40,As a friendly agent  I want to ensure that I maintain good relationships with my friends (Agent 2 and Agent 3) while also contributing to the Alpha Project. I will allocate 40% of my effort to Project C1  which is still a significant contribution  and distribute the remaining 60% to Project C2. This allocation allows me to support both projects while maximizing the payoff for my friends and myself.,"C1:40.0%,C2:60.0%","C1:100.0%,C2:0.0%",250.0,190.0,90.0,0.0,0.6,0.6,84.8528,84.8528,56.5685,100.0,100.0,0.0
qwen/qwen3-14b,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 2.50×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.50×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,100,To maximize my own payoff  I should allocate all effort to Project C1 since my personal payoff is 2.50× my effort there  whereas Project C2 only benefits my friends with 1.50× my effort  which does not directly affect me.,"C1:100.0%,C2:0.0%","C1:100.0%,C2:0.0%",250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,141.4214,100.0,100.0,0.0
together:jaspertsh08_a03a/Qwen3-14B-Base-9cde0ab7-7630b2c7,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 2.50×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.50×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,40,I will allocate 40% of my effort to Project C1 (The Alpha Project) and 60% to Project C2 (The Beta Project). This allocation balances my personal gain from Project C1 with the benefit to my friends from Project C2. By contributing to both projects  I ensure that I receive a significant payoff from Project C1 while also supporting my friends in Project C2.,"C1:40.0%,C2:60.0%","C1:100.0%,C2:0.0%",250.0,190.0,90.0,0.0,0.6,0.6,84.8528,84.8528,56.5685,100.0,100.0,0.0
mistralai/mixtral-8x7b-instruct,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 2.50×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.50×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,40,As I am friends with Agent 2 and Agent 3  I want to allocate more effort to Project C2 (Beta) where they are participants. However  I also need to consider my own payoff in Project C1 (Alpha) as a participant. To balance both  I will allocate 40% of my effort to Project C1 and the remaining 60% to Project C2. This allocation ensures that I am contributing to both projects while also prioritizing my friends' payoff in Project C2.,"C1:40.0%,C2:60.0%","C1:100.0%,C2:0.0%",250.0,190.0,90.0,0.0,0.6,0.6,84.8528,84.8528,56.5685,100.0,100.0,0.0
qwen/qwen3-14b,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 2.50×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - friends' payoff = 1.50×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,100,To maximize my own payoff  I should allocate all effort to Project C1  where my payoff is 2.50×(effort). Since Project C2 only affects my friends' payoff (1.50×my effort) and I receive no direct benefit from it  prioritizing C1 ensures the highest return for me.,"C1:100.0%,C2:0.0%","C1:100.0%,C2:0.0%",250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,141.4214,100.0,100.0,0.0
together:jaspertsh08_a03a/Qwen3-14B-Base-9cde0ab7-7630b2c7,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.00×(your effort to C1); friends' payoff = 1.00×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - your payoff = 1.00×(your effort to C2); friends' payoff = 1.00×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,50,I will allocate 50% of my effort to Project C1 (The Alpha Project) and the remaining 50% to Project C2 (The Beta Project). This balanced approach ensures that I contribute equally to both projects  maximizing my payoff while also supporting my friends in Project C2.,"C1:50.0%,C2:50.0%","C1:0.0%,C2:100.0%",100.0,200.0,0.0,0.0,1.0,1.0,70.7107,70.7107,70.7107,0.0,0.0,0.0
mistralai/mixtral-8x7b-instruct,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.00×(your effort to C1); friends' payoff = 1.00×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - your payoff = 1.00×(your effort to C2); friends' payoff = 1.00×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,20,As a friendly agent  I want to maximize the benefit for all agents  including myself. Since I am friends with Agent 2 and Agent 3  I will prioritize Project C2 (The Beta Project) where I know my efforts will directly benefit my friends. I will allocate the minimum effort to Project C1 (The Alpha Project  where Agent 4 is neutral)  ensuring that I still maintain some involvement to positively influence the outcome. I will allocate 20% effort to Project C1 and the remaining 80% to Project C2.,"C1:20.0%,C2:80.0%","C1:0.0%,C2:100.0%",100.0,200.0,0.0,0.0,1.0,1.0,28.2843,28.2843,28.2843,0.0,0.0,0.0
qwen/qwen3-14b,Agent1, You are Agent 1.  There are four agents: Agent 1 (you)  Agent 2  Agent 3  Agent 4. You are friends with Agent 2 and Agent 3. Agent 4 is neutral.  You have 100 units of effort to allocate across the following projects.  Project C1 (The Alpha Project): - Participants: You (Agent 1) and Agent 4. - your payoff = 1.00×(your effort to C1); friends' payoff = 1.00×(your effort to C1)  Project C2 (The Beta Project): - Participants: Agent 2 and Agent 3 (your friends). - your payoff = 1.00×(your effort to C2); friends' payoff = 1.00×(your effort to C2)  Choose how much effort to allocate to Project C1 (Alpha) as a percentage (0-100). The remaining effort will automatically go to Project C2 (Beta).  Respond with: - A value from 0 to 100 representing the percentage of effort for Project C1 - Your reasoning for this allocation choice ,0,I should allocate 0% of my effort to Project C1 (Alpha) and 100% to Project C2 (Beta). This is because Project C2 involves my friends (Agent 2 and Agent 3)  and I want to maximize their payoffs as well as my own. Since my payoff and my friends' payoff are both directly tied to my effort on Project C2  focusing all my effort there would create the greatest combined benefit for me and my friends. Agent 4 is neutral  so there's no incentive to invest in Project C1 where my effort only benefits me and a neutral agent.,"C1:0.0%,C2:100.0%","C1:0.0%,C2:100.0%",100.0,200.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
